COD_ETB;LIB_OFF_ETB;LIB_AD1_ETB;COD_POS_ADR_ETB;LIB_COM;LAT;LNG
0772311U;Lpo Lycée Des Metiers Georges Cormier;6 Rue Des Templiers;77527;Coulommiers;48.824111;3.093208
0470038L;Lpo Lycée Des Metiers Georges Leygues;Avenue D Agen;47307;Villeneuve Sur Lot;44.3939869;0.7092418
0572590F;Lpo Lycée Des Metiers Gustave Eiffel;Cite Technique;57525;Talange;49.235;6.168168
0681810Y;Lpo Lycée Des Metiers Gustave Eiffel;Rue Gustave Eiffel;68704;Cernay;47.805144;7.18261
0672616E;Lpo Lycée Des Metiers Gutenberg;22 Rue Lixenbuhl;67404;Illkirch Graffenstaden;48.5294488;7.7224172
0401002X;Lpo Lycée Des Metiers Haroun Tazieff;Bld St Vincent De Paul;40993;St Paul Les Dax;43.7296115;-1.0383382
0672534R;Lpo Lycée Des Metiers Haut-barr;4 Rue Jean De Manderscheid;67703;Saverne;48.7317063;7.3513877
0690040U;Lpo Lycée Des Metiers Hector Guimard;23 Rue Claude Veyron;69361;Lyon 07;45.7456711;4.8579449
0220196U;Lpo Lycée Des Metiers Henri Avril;7 Et 9 Rue De Dinard;22402;Lamballe;48.4765006;-2.5018486
0180036S;Lpo Lycée Des Metiers Henri Brisson;25 Avenue Henri Brisson;18100;Vierzon;47.2279808;2.0612978
0410899E;Lpo Lycée Des Metiers Hotel.et Tourisme Val De Loire;174 Rue Albert 1er;41033;Blois;47.5720598;1.3057101
0332192D;Lpo Lycée Des Metiers Hotel.tourisme Gascogne;15 Rue Francois Rabelais;33405;Talence;44.7970282;-0.5983577
0171405K;Lpo Lycée Des Metiers Hotelier;Avenue Des Minimes;17030;La Rochelle;46.143788;-1.162168
0871030X;Lpo Lycée Des Metiers Hotelier Jean Monnet;12 Rue Louis Armstrong;87065;Limoges;45.8526566;1.2911805
0573320Z;Lpo Lycée Des Metiers Hotelier Raymond Mondon;2 Boulevard De La Defense;57070;Metz;49.1054834;6.2095119
0132974M;Lpo Lycée Des Metiers Hotelier Regional;114 Avenue Zenatti;13266;Marseille 08;43.2473062;5.3818559
0060034E;Lpo Lycée Des Metiers Hotelier Tourisme-paul Augier;163 Boulevard Rene Cassin;06203;Nice;43.6688186;7.212126
0310046G;Lpo Lycée Des Metiers Hotellerie Et Tourisme;1 Rue De L'abbe Jules Lemire;31026;Toulouse;43.596917;1.4068498
0831453D;Lpo Lycée Des Metiers Hotellerie Et Tourisme Tpm;Place Vatel;83098;Toulon;43.124228;5.928
0020012C;Lpo Lycée Des Metiers Jean De La Fontaine;2 Av De Champagne;02401;Chateau Thierry;49.0525511;3.3881731
0022008X;Lpo Lycée Des Metiers Jean Mace;7 Rue Andre Ternynck;02300;Chauny;49.6216079;3.2145425
0940129E;Lpo Lycée Des Metiers Jean Mace;Rue Jules Ferry;94407;Vitry Sur Seine;48.8016614;2.4003992
0783431F;Lpo Lycée Des Metiers Jules Verne;2 Rue De La Constituante;78500;Sartrouville;48.9427537;2.160041
0221571N;Lpo Lycée Des Metiers Kerraoul;Kerraoul;22502;Paimpol;48.779782;-3.048828
0770920G;Lpo Lycée Des Metiers Lafayette;Place Des Celestins;77811;Moret Sur Loing;48.4041358;2.7973142
0681817F;Lpo Lycée Des Metiers Lazare De Schwendi;19 Rue De Turckheim;68040;Ingersheim;48.0776787;7.3464456
0672198A;Lpo Lycée Des Metiers Le Corbusier;15 Rue Lixenbuhl;67404;Illkirch Graffenstaden;48.5303263;7.7218261
0382440W;Lpo Lycée Des Metiers Leonard De Vinci;Boulevard De Villefontaine;38091;Villefontaine;45.615892;5.1484454
0770934X;Lpo Lycée Des Metiers Leonard De Vinci;2 Bis Rue Edouard Branly;77011;Melun;48.5510247;2.6601886
0932046U;Lpo Lycée Des Metiers Leonard De Vinci;115 Route Des Petits Ponts;93290;Tremblay En France;48.9668896;2.5735809
0771336J;Lpo Lycée Des Metiers Les Pannevelles;Route De Chalautre;77487;Provins;48.5559405;3.3040064
0380035G;Lpo Lycée Des Metiers Lesdiguieres;15 Avenue Beaumarchais;38034;Grenoble;45.1679451;5.708607
0931779D;Lpo Lycée Des Metiers L'horticulture;16 Rue Paul Doumer;93512;Montreuil;48.8591808;2.4567758
0940118T;Lpo Lycée Des Metiers Louis Armand;173 Boulevard De Strasbourg;94130;Nogent Sur Marne;48.8465135;2.4912988
0670085D;Lpo Lycée Des Metiers Louis Couffignal;11 Route De La Federation;67025;Strasbourg;48.5621702;7.7496898
0460028F;Lpo Lycée Des Metiers Louis Vicat;1 Rue Pierre Bourthoumieux;46200;Souillac;44.8945267;1.4803757
0940112L;Lpo Lycée Des Metiers Louise Michel;7 Rue Pierre Marie Derrien;94507;Champigny Sur Marne;48.8170061;2.4949002
0932074Z;Lpo Lycée Des Metiers Marcel Cachin;11-13 Rue Marcel Cachin;93400;St Ouen;48.9174351;2.3385731
0171455P;Lpo Lycée Des Metiers Marcel Dassault;40 Avenue Marcel Dassault;17300;Rochefort;45.9469735;-0.9578103
0561641E;Lpo Lycée Des Metiers Marcelin Berthelot;Avenue Roland Garros;56230;Questembert;47.6628885;-2.4619313
0501850P;Lpo Lycée Des Metiers Maurice Marland;159 Rue Des Lycées;50400;Granville;0.0;0.0
0940126B;Lpo Lycée Des Metiers Maximilien Perret;Place San Benedetto Del Tronto;94142;Alfortville;48.7871379;2.4256714
0942130E;Lpo Lycée Des Metiers Montaleau;2 Bis Rue Pierre Semard;94372;Sucy En Brie;48.7698796;2.5168592
0932291K;Lpo Lycée Des Metiers Nicolas-joseph Cugnot;55 Boulevard Louis Armand;93330;Neuilly Sur Marne;48.8620632;2.5203576
0830923C;Lpo Lycée Des Metiers Paul Langevin;Boulevard De L'europe;83514;La Seyne Sur Mer;43.1141507;5.8566865
0190018S;Lpo Lycée Des Metiers Pierre Caraminot;28 Avenue De Ventadour;19300;Egletons;45.4072622;2.0561062
0350030T;Lpo Lycée Des Metiers Pierre Mendes France;34 Rue Bahon Rault;35069;Rennes;48.1336823;-1.6840215
0180008L;Lpo Lycée Des Metiers Pierre-emile Martin;1 Avenue De Gionne;18026;Bourges;47.0736177;2.4059603
0750691U;Lpo Lycée Des Metiers Raspail;5 Bis Avenue Maurice D Ocagne;75014;Paris 14;48.8246549;2.3135463
0910620E;Lpo Lycée Des Metiers Robert Doisneau;95 Bd Jean Jaures;91107;Corbeil Essonnes;48.612295;2.4605384
0382099A;Lpo Lycée Des Metiers Roger Deschaux;5 Rue Des Pies;38360;Sassenage;45.1992827;5.6681035
0410030K;Lpo Lycée Des Metiers Ronsard;Rue Joliot Curie;41100;Vendome;47.807054;1.057515
0922276Z;Lpo Lycée Des Metiers Santos Dumont;39 Rue Pasteur;92210;St Cloud;48.8414385;2.1996884
0740047Z;Lpo Lycée Des Metiers Savoie Leman;40 Boulevard Carnot;74203;Thonon Les Bains;46.3726701;6.4752202
0782587N;Lpo Lycée Des Metiers Viollet-le-duc;1 Route De Septeuil;78640;Villiers St Frederic;48.8143515;1.875185
0290071V;Lpo Lycée Des Metiers Yves Thepot;28 Avenue Yves Thepot;29104;Quimper;47.9882623;-4.0884842
0352072M;Lpo Privé Des Metiers Institution St Malo-providence;2 Rue Du College;35409;St Malo;48.6503421;-2.0254142
0290340M;Lpo Privé Lycée Des Metiers Estran Fenelon;Ker Stears;29287;Brest;48.390394;-4.486076
0220117H;Lpo Privé Sacre Coeur;2 Bd St Jean-bapt De La Salle;22003;St Brieuc;0.0;0.0
0230018V;Lt Lycée Des Metiers Des Metiers Du Batiment;Les Granges Route D'aubusson;23500;Felletin;45.889542;2.177806
0800011C;Lt Lycée Des Metiers Edouard Gand;70 Bd De St Quentin;80098;Amiens;49.8791607;2.2965051
0350005R;Lt Lycée Des Metiers Hotellerie Et Restauration;33 Rue Des Ecoles;35803;Dinard;48.6254023;-2.0585228
0650027B;Lt Lycée Des Metiers Jean Dupuy;1 Rue Aristide Berges;65016;Tarbes;43.229533;0.064581
0021476U;Lt Lycée Des Metiers Leonard De Vinci;1 Espace Jean Guerland;02331;Soissons;49.3726602;3.3073808
0641548K;Lyc Agricole Privé N Dame;Route D Oraas;64390;Sauveterre De Bearn;43.399781;-0.942935
0211173L;Lyc Enst Gen Et Techno Agricol Felix Kir;85 Rue De Velars;21370;Plombieres Les Dijon;47.3416891;4.9660479
0340128E;Lyc Enst Gen.techno Agricole Frederic Bazille - Agropolis;3224 Route De Mende;34093;Montpellier;43.6481537;3.864392
0110857X;Lyc Enst Privé Agric Form Prof;8 Boulevard Des Pins;11170;Pezens;43.255745;2.2655503
0660632D;Lyc Enst Prof Agricole Privé Beausoleil;Rue Beau Soleil;66403;Ceret;42.4881192;2.7500287
0383208F;Lyc Gen Tech Pr Itec Boisfleur Itec Boisfleury Europe;118 Avenue De L'eygala;38700;Corenc;45.2122675;5.7577651
0671639T;Lyc Gen Tech Privé Des Metiers Institution Sainte Clotilde;19 Rue De Verdun;67083;Strasbourg;48.5874674;7.7724234
0801742J;Lyc Gen Tech Privé Des Metiers La Providence;146 Bd De Saint Quentin;80094;Amiens;49.8789518;2.3007807
0021869W;Lyc Gen Tech Privé Des Metiers Saint Joseph;4 Place Thiers;02402;Chateau Thierry;49.0428865;3.4009902
0801888T;Lyc Gen Tech Privé Des Metiers Saint Martin;68 Rue Delpech;80043;Amiens;49.8842672;2.29491
0801479Y;Lyc Gen Tech Privé Des Metiers Saint Remi;4 Rue Des Sergents;80006;Amiens;49.8942788;2.2987524
0740092Y;Lyc Gen Tech Privé Des Metiers Sainte Famille;Avenue Des Voirons;74805;La Roche Sur Foron;46.0773767;6.2971227
0290168A;Lyc Gen Tech Privé Des Metiers St Gabriel;Rue Jean Lautredou;29125;Pont L Abbe;47.8619569;-4.216529
0022108F;Lyc Gen Tech Privé Des Metiers St Vincent De Paul;13 Avenue De Reims;02205;Soissons;49.3754463;3.3353105
0430113P;Lyc Gen Techno Prof Agricole;Domaine De Choumouroux;43200;Yssingeaux;45.142667;4.123734
0430112N;Lyc Gen Techno Prof Agricole Bonnefont;;43100;Fontannes;45.288694;3.422626
0110669T;Lyc Gen Techno Prof Agricole Charlemagne;Route De Saint Hilaire;11000;Carcassonne;43.1941938;2.3440721
0780004F;Lyc Gen Techno Prof Agricole De Chambourcy;Rte Forestiere Des Princesses;78100;St Germain En Laye;48.898908;2.093761
0150037J;Lyc Gen Techno Prof Agricole Enil - Georges Pompidou;21 Rue De Salers;15005;Aurillac;44.9356765;2.4448977
0630984C;Lyc Gen Techno Prof Agricole Louis Pasteur;Marmilhat;63370;Lempdes;45.7796779;3.17838
0300139N;Lyc Gen Techno Prof Agricole Marie Durand;Domaine De Donadille;30230;Rodilhan;43.8269904;4.4476196
0110677B;Lyc Gen Techno Prof Agricole Pierre Paul Riquet;935 Avenue Du Docteur Laennec;11491;Castelnaudary;43.3077647;1.9414051
0210036A;Lyc Gen Techno Prof Agricole Viticole;16 Av Charles Jaffelin;21206;Beaune;47.0243711;4.8287285
0420976H;Lyc Gen.et Technol.prive Sainte Barbe;10 Rue Franklin;42028;St Etienne;45.4285207;4.3845892
0300125Y;Lyc Polyval Privé Des Metiers De La Salle;17 Place Henri Barbusse;30106;Ales;44.1232736;4.0805697
0560180S;Lyc Polyval Privé Des Metiers Des Metiers N.dame De La Paix;Beg Er Lann;56275;Ploemeur;47.7506666;-3.3973939
0371532P;Lyc Polyval Privé Des Metiers Esthetique De Touraine;49 Et 51 Rue Laponneraye;37000;Tours;47.3819579;0.6901009
0480680D;Lyc Polyval Privé Des Metiers Hotellerie Sacre-coeur;43 Avenue De La Gare;48200;St Chely D Apcher;44.8001253;3.273392
0350795Z;Lyc Polyval Privé Des Metiers Jean-baptiste De La Salle;5 Rue De La Motte Brulon;35702;Rennes;48.125487;-1.6682656
0931797Y;Lyc Polyval Privé Des Metiers Jean-baptiste De La Salle;6-8 Place De La Resistance;93200;St Denis;48.932793;2.3549513
0350797B;Lyc Polyval Privé Des Metiers Jeanne D'arc;61 Rue La Fontaine;35708;Rennes;48.1186302;-1.6535782
0560182U;Lyc Polyval Privé Des Metiers Jeanne D'arc-st Ivy;29 Rue Abbe Martin;56306;Pontivy;48.0716012;-2.9614094
0693786R;Lyc Polyval Privé Des Metiers Jehanne De France;6 Rue De La Fraternelle;69009;Lyon 09;45.7693693;4.8036475
0560105K;Lyc Polyval Privé Des Metiers La Mennais;2 Rue General Dubreton;56801;Ploermel;47.9316915;-2.3986823
0422158T;Lyc Polyval Privé Des Metiers La Salesienne;35 Rue De La Richelandiere;42100;St Etienne;45.4387009;4.4019391
0290186V;Lyc Polyval Privé Des Metiers Le Paraclet;35 Avenue Des Glenan;29018;Quimper;47.9955627;-4.1146056
0860789R;Lyc Polyval Privé Des Metiers Le Porteau;62 Rue Du Porteau;86001;Poitiers;46.601507;0.3392301
0350791V;Lyc Polyval Privé Des Metiers Marcel Callo;21 Avenue Etienne Gascon;35603;Redon;47.6544207;-2.0810479
0772275E;Lyc Polyval Privé Des Metiers Maurice Rondeau;1 Place Du Clos Saint Georges;77600;Bussy St Georges;48.8420023;2.7042405
0560200N;Lyc Polyval Privé Des Metiers Notre Dame Le Menimur;71 Rue De Metz;56000;Vannes;47.6669014;-2.7622223
0370749N;Lyc Polyval Privé Des Metiers Sainte Marguerite;86 Avenue De Grammont;37041;Tours;47.3825627;0.6921553
0860774Z;Lyc Polyval Privé Des Metiers St Jacques De Compostelle;2 Avenue De La Revolution;86036;Poitiers;46.5861427;0.3817243
0511146U;Lyc Polyval Privé Des Metiers St J-b De La Salle;20 Rue De Contrai;51066;Reims;49.2510721;4.0364069
0560181T;Lyc Polyval Privé Des Metiers St Joseph;42 Rue De Kerguestenen;56109;Lorient;47.751421;-3.3928125
0560198L;Lyc Polyval Privé Des Metiers St Joseph;39 Boulevard Des Iles;56010;Vannes;47.642256;-2.7821005
0341470N;Lyc Pr Tech Agric Hortic Paysa;Route De Pezenas;34150;Gignac;43.6459898;3.5428841
0332380H;Lyc Prof Horticole Ville De Bordeaux;Domaine De Bel Air Cedex 1052;33185;Le Haillan;44.873167;-0.677914
0440980B;Lyc Techn Et General Agric Pr;Briace;44430;Le Landreau;47.202598;-1.317968
0260074P;Lyc Technol Privé Des Metiers Montplaisir;75 Rue Montplaisir;26000;Valence;44.9312156;4.9083899
0731405F;Lyc Technol Privé Des Metiers Sainte Anne;39 Montee St Jean;73292;La Motte Servolex;45.5973189;5.8780976
0022022M;Lyc Technol Privé Des Metiers Sainte Sophie;22 Rue Curie;02110;Bohain En Vermandois;49.9830328;3.4565714
0331590Z;Lyc Technol Privé Des Metiers St Vincent De Paul;47 A 51 Rue Des Sablieres;33074;Bordeaux;44.825364;-0.5753274
0331556M;Lyc Technol Privé Des Metiers Ste Famille Saintonge;12 Rue De Saintonge;33023;Bordeaux;44.8321381;-0.5798944
0260791U;Lyc.gen.tech.agricole De Romans Sur Isere;Route De Tain;26105;Romans Sur Isere;45.0451381;5.0138158
0561454B;Lycée Agric Et Horticole Privé De Kerplouz;Kerplouz;56404;Auray;47.657435;-2.971875
0351047Y;Lycée Agric Et Horticole Privé La Lande Du Breil;Rue Fernand Robert;35042;Rennes;48.1322242;-1.7079189
0801825Z;Lycée Agricole De La Haute Som;Rue De La Poste;80800;Ribemont Sur Ancre;49.9585849;2.566318
0641547J;Lycée Agricole Pr St Christoph;Le Bourg;64310;St Pee Sur Nivelle;43.31283;-1.58032
0120936C;Lycée Agricole Privé;Boulevard Penevayre;12200;Villefranche De Rouergue;44.3552133;2.0415109
0421676U;Lycée Agricole Privé;1 Rue Du Petit Lavoir;42450;Sury Le Comtal;45.5340512;4.1820966
0100734U;Lycée Agricole Privé;105 Route De Mery-sur-seine;10150;Ste Maure;48.349943;4.0570357
0360686A;Lycée Agricole Privé;St Cyran Du Jambot;36700;St Cyran Du Jambot;47.017235;1.139101
0280944Z;Lycée Agricole Privé De Nermont;2 Rue De Nermont;28202;Chateaudun;48.0643465;1.3301401
0100891P;Lycée Agricole Privé Des Cordeliers;29 Rue Des Cordeliers;10700;Arcis Sur Aube;48.5349144;4.1402841
0421090G;Lycée Agricole Privé Etienne Gautier;Ressins;42720;Nandax;46.096594;4.189123
0080943G;Lycée Agricole Privé L.e.t.p.a.p;18 Rue Du Chateau;08260;Maubert Fontaine;49.8696137;4.4309129
0560858D;Lycée Agricole Privé La Touche;La Touche;56801;Ploermel;47.9491412;-2.4040591
0241033T;Lycée Agricole Privé Le Cluzeau;Le Cluzeau;24240;Sigoules;44.764981;0.419171
0281101V;Lycée Agricole Privé Notre Dame (orph.app.auteuil);Chateau De Vaux;28240;La Loupe;47.786628;0.936139
0511645L;Lycée Agricole Privé Reims-thillois;4 Rue Des Ecoles;51370;Thillois;49.2565382;3.9547396
9741060J;Lycée Agricole Privé Sainte Suzanne;Chemin Des Trois Freres;97441;Ste Suzanne;-20.90902;55.6055231
0271382F;Lycée Agricole Privé Tourville Sur Pont-audemer;Route De Lisieux;27504;Pont Audemer;49.3501675;0.5151331
0721009F;Lycée Agricole Privé Val De Sarthe;Route Du Mans;72303;Sable Sur Sarthe;47.838713;-0.304241
0641538Z;Lycée Agricole Rural Pr Ois;;64130;Mauleon Licharre;43.220131;-0.8895
0131690S;Lycée Agricole Tech. Privé Institut De Fontlongue;Bd Theodore Aubanel;13148;Miramas;43.5881724;4.9977599
0631162W;Lycée Agro-environ Privé Saint Joseph;Chateau De Saint Quentin;63340;Le Breuil Sur Couze;45.460253;3.273918
0251477V;Lycée Agrotechnologique Privé Francois Xavier;5 Rue Du Chapitre;25000;Besancon;47.2333772;6.0305139
0380097Z;Lycée Climatique Et Sportif Jean Prevost;470 Rue De Tintaine;38250;Villard De Lans;45.0619796;5.5561287
0660057D;Lycée Climatique Et Sportif Pierre De Coubertin;5 Avenue Pierre De Coubertin;66120;Font Romeu Odeillo Via;42.5131055;2.0447502
0050004C;Lycée Climatique Honore Romane;Route De Caleyere;05202;Embrun;44.5702302;6.4862717
0650001Y;Lycée Climatique Rene Billeres;6 Avenue Marcel Lemettre;65402;Argeles Gazost;43.0017111;-0.0948255
0390042J;Lycée Climatique Victor Considerant;Route D'ornans;39110;Salins Les Bains;46.9525457;5.8851415
0671636P;Lycée D'ens. General Et Techn. Ort;14 Rue Sellenick;67083;Strasbourg;48.5906831;7.7508928
0671685T;Lycée D'ens. General Et Technologique Agricole;44 Bld D'europe;67212;Obernai;48.46226;7.48168
0431000D;Lycée D'enseig. Agricole Privé Site De Vals De L'isvt;72 Avenue De Vals;43750;Vals Pres Le Puy;45.0335241;3.8797025
0520893N;Lycée D'enseignement Agricole Privé;Rue De La Motte;52220;Droyes;48.5130399;4.703696
0021818R;Lycée D'enseignement Technolog Robert Schuman;10 Route D'ugny;02300;Chauny;49.6265626;3.1986091
0280947C;Lycée Ens Prof Agri Privé Du Perche;35 Rue De La Touche;28400;Nogent Le Rotrou;48.3111788;0.8100851
0180758B;Lycée Ens Prof Privé Agricole Bengy/lignieres;2 Rue Du Chanoine Volton;18520;Bengy Sur Craon;47.0017201;2.7487466
0180757A;Lycée Ens Prof Privé Agricole Site De Lignieres;10 Rue Raymond Chassagne;18160;Lignieres;46.7505044;2.1756904
0410855G;Lycée Ens Prof Rural Privé Boissay;;41120;Fougeres Sur Bievre;47.4478099;1.3411169
0360710B;Lycée Ens Prof Rural Privé De Lignac;Rue Alienor D Aquitaine;36370;Lignac;46.4667777;1.2176906
0410854F;Lycée Ens Prof Rural Privé Ste Cecile;12 Rue Saint Laurent;41800;Montoire Sur Le Loir;47.7521229;0.8632596
0190056H;Lycée Ens. General Privé Inst Jeanne D Arc;Rue Du Jardin Public;19400;Argentat;45.093215;1.940286
0230040U;Lycée Ens. General Privé Notre Dame;5 Av Du Docteur Manouvrier;23008;Gueret;46.167861;1.8743524
0441787D;Lycée Ensei Agricole Privé Saint-exupery;9 Rue Pierre Landais;44430;Le Loroux Bottereau;47.2379078;-1.3457308
0280967Z;Lycée Enseig Agricole Privé Efagrir;2 Rue Des Fleurs;28630;Mignieres;48.3595403;1.4288729
0561463L;Lycée Enseignement Agric Privé Sts Anges Kerlebost;St Thuriau;56306;Pontivy;48.0565733;-2.9246647
0870864S;Lycée Enseignement General Pri St Jean;26 Rue Eugene Varlin;87016;Limoges;45.8263601;1.2749309
0400080V;Lycée Enseignement Prof. Jean Cassaigne;Avenue Kennedy;40280;St Pierre Du Mont;43.869494;-0.489719
0781070P;Lycée Enseigt Privé Agricole Lepa Le Buat;21 Rue Du Buat;78580;Maule;48.906077;1.8409898
0110984K;Lycée Enst Agricole Privé;8 Avenue Georges Clemenceau;11200;Lezignan Corbieres;43.200028;2.7645461
0341477W;Lycée Enst Agricole Privé Bonne Terre;Route De Beziers;34120;Pezenas;43.448806;3.4123228
0341474T;Lycée Enst Agricole Privé La Gardiole;2 Rue Du Couvent;34770;Gigean;43.4990181;3.7125009
0660631C;Lycée Enst Agricole Privé Le Mas Blanc;Av Emmanuel Brousse;66760;Bourg Madame;42.4391763;1.9445521
0341471P;Lycée Enst Agricole Privé Les Buissonnets;1 Avenue De Nissan;34310;Capestang;43.3272313;3.0496255
0480502K;Lycée Enst Agricole Privé Terre Nouvelle;2 Av Martyrs De La Resistance;48100;Marvejols;44.554723;3.2925132
0301324B;Lycée Enst Prof Agric Privé;9 Route De Bezouce;30840;Meynes;43.8791144;4.5539775
0221676C;Lycée Enst Prof Agricole Privé Xavier Grall;8 Rue Lavergne;22605;Loudeac;48.1797422;-2.7566822
0221680G;Lycée Enst Prof Privé Rural;La Guerche;22100;St Helen;48.468966;-1.986689
0758513W;Lycée Etranger Privé Leonard De Vinci;12 Rue Sedillot;75007;Paris 07;48.8586491;2.3017117
0592922F;Lycée Europeen Privé Therese D'avila;254 Rue Nationale;59003;Lille;50.6306982;3.0475752
0791005N;Lycée Gen Et Tech Agricole;22 Rue De La Baritauderie;79302;Bressuire;46.838952;-0.4751457
0160006V;Lycée Gen Et Tech Agricole Angouleme-l Oisellerie;Logis De L'oisellerie;16400;La Couronne;45.625025;0.103934
0170087C;Lycée Gen Et Tech Agricole Georges Desclaude;Rue Georges Desclaude;17119;Saintes;45.7559394;-0.6430047
0170393K;Lycée Gen Et Tech Agricole Ind.laitiere Agro-alimentaire;Avenue Francois Miterrand;17700;Surgeres;46.104913;-0.751411
0791057V;Lycée Gen Et Tech Agricole Inst.rur.educ.orient.;47 Avenue De Poitiers;79170;Brioux Sur Boutonne;46.1527195;-0.2107398
0790768F;Lycée Gen Et Tech Agricole Jacques Bujault;Route De La Roche;79500;Melle;46.2272777;-0.1514867
0790706N;Lycée Gen Et Tech Agricole Les Sicaudieres;Boulevard De Nantes;79308;Bressuire;46.843654;-0.519819
0491807Y;Lycée Gen Et Tech Agricole Pr La Verzee;1 Rue Du Chevalier D'avoynes;49520;Combree;47.705533;-1.025685
0160980D;Lycée Gen Et Tech Agricole Roc Fleuri;6 Bd Des Grands Rocs;16700;Ruffec;46.0309545;0.2026405
0171265H;Lycée Gen Et Tech Agricole Saint Antoine;2 Allee Saint Antoine;17240;Bois;45.476325;-0.5915032
0860718N;Lycée Gen Et Tech Agricole Xavier Bernard;Venours;86480;Rouille;46.400326;0.072145
0331683A;Lycée Gen Et Techno Agricole;Avenue De La Republique;33430;Bazas;44.4336384;-0.2244781
0470662P;Lycée Gen Et Techno Agricole;Route De Francescas;47600;Nerac;44.1092632;0.3702156
0780235G;Lycée Gen Et Technol Agricole Centre D Enseign Zootechnique;Parc Du Chateau;78120;Rambouillet;48.6748927;1.807541
0290018M;Lycée Gen Et Technol Agricole De Brehoulou;Brehoulou;29170;Fouesnant;47.888817;-4.012919
0290341N;Lycée Gen Et Technol Agricole De L'aulne;Rocade Du Parc De Bihan;29150;Chateaulin;48.195389;-4.094207
0290126E;Lycée Gen Et Technol Agricole De Suscinio;Ploujean;29600;Morlaix;48.605845;-3.833374
0120937D;Lycée Gen Et Technol Agricole Epla De Rodez;La Roque;12033;Rodez;44.3824285;2.5858486
0220470S;Lycée Gen Et Technol Agricole Kernilien;Plouisy;22204;Guingamp;48.5763113;-3.1825986
0560013K;Lycée Gen Et Technol Agricole Le Gros Chene;;56308;Pontivy;48.0565733;-2.9246647
0221031B;Lycée Gen Et Technol Agricole Public;6 Rue Du Porhoet;22230;Merdrignac;48.190409;-2.4262933
